lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
114,explanation-pseudocode-img-1,explanation-pseudocode,Raster image,Academic knowledge-point infographic explaining The eight Cambridge pseudocode type names with a structured visual model.,"Cambridge pseudocode uses INTEGER, REAL, CHAR, STRING, BOOLEAN and DATE for scalar values. The Version 2 Notes also name ARRAY and FILE among the pseudocode data types. Select a type from the value's meaning and required operations; numeric-looking identifiers may still require STRING.",969850a66b17c449ea9e93d450991b53cfcc29ea69d050c30bbf7b088d74bf6a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
114,explanation-user-defined-img-1,explanation-user-defined,Raster image,Academic knowledge-point infographic explaining When built-in types are not descriptive enough with a structured visual model.,"TYPE TStudent
    DECLARE Name : STRING
    DECLARE Mark : INTEGER
ENDTYPE Fields of different data types are declared between TYPE and ENDTYPE. DECLARE Student1 : TStudent
Declare variables of the record type only after ENDTYPE.",795dcf5e63657af2858e7dedb86d83a0ad675ccb658ac6f66b5f608d415259a4,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
114,explanation-why-types-img-1,explanation-why-types,Raster image,Academic knowledge-point infographic explaining A type controls meaning and valid operations with a structured visual model.,A data type determines which operations are meaningful for a stored value. A BOOLEAN can control a decision and a DATE can be compared with another date. Close every structured IF example with ENDIF. Choosing the correct type does not replace validation against the problem's allowed range.,d7581af1b1426cef01d5a6ec0880cff31922e2ca6f7b4105424d41ae15ec60ac,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
114,overview-div-1,overview,HTML/CSS,Data type visual,Data type visual,9bd7cb96ce59cf117136f77a0b8e395687f7be088d2f12a383839200c299d2d7,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
115,explanation-assignment-img-1,explanation-assignment,Raster image,"Academic knowledge-point infographic explaining Right side first, left side second with a structured visual model.",Assignment Statement Total <- 0 Total is set to 0 initialises Total Total <- Total + Mark Total becomes old Total plus Mark running total update Count <- Count + 1 Count is incremented counter update Found <- TRUE,8accb1c92df64af567fb5cea7a2cfcfb004b2ba06d70e7d8493ac7c7386f3819,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
115,explanation-constants-img-1,explanation-constants,Raster image,Academic knowledge-point infographic explaining Name fixed values so the algorithm explains itself with a structured visual model.,"Constants Without a constant IF Mark >= 50 THEN OUTPUT ""Pass"" The value 50 appears without explaining its role. With a constant CONSTANT PassMark = 50 IF Mark >= PassMark THEN The identifier documents the meaning of the fixed value. Exam point: changing a constant later is a contradiction. If it must change during execution, it should be a variable.",254d3be139af05cab74bda0920e4c6951e050f6327f630440a8d0939bc6fb756,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
115,explanation-declare-119-img-1,explanation-declare-119,Raster image,"Academic knowledge-point infographic explaining Define a record, then save and read named fields with a structured visual model.","A record groups related named fields of different data types under one identifier. Define the record between TYPE and ENDTYPE, then declare a variable of that record type. Student1.Mark <- 75 saves a field value; OUTPUT Student1.Mark reads that named field.",73d88023d1e34eae90cfc2a80366fea3e0224543598c51fca95f998c00f88501,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
115,explanation-declare-img-1,explanation-declare,Raster image,Academic knowledge-point infographic explaining Declaration gives a name and a type before use with a structured visual model.,Declare variables Cambridge-style pseudocode Whole-number counter DECLARE Count : INTEGER Count can store whole numbers Decimal total DECLARE Price : REAL Price can store decimal values True/false state DECLARE Found : BOOLEAN Found can store TRUE or FALSE Text value,8f6763cb163c5fb23180c4af80326e91636992944d9b32db023b30393c8d1ceb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
115,explanation-model-img-1,explanation-model,Raster image,Academic knowledge-point infographic explaining Identifiers name storage locations with a structured visual model.,"Memory model Variable A named storage location whose value can change while the algorithm runs. DECLARE Count : INTEGER Count <- 0 Count <- Count + 1 Constant A named value that should remain fixed. Use it when the same fixed value is used in several places. CONSTANT MaxMark = 100 CONSTANT VATRate = 0.2 Assignment Assignment evaluates the right-hand expression first, then stores the result in the left-hand variable.",3ccaf9f5a4382e80123edeca521f01deb359a78f791f576c78f6b543db91f42d,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
115,overview-div-1,overview,HTML/CSS,Assignment visual,Assignment visual,619303e2be1c87ef70143bd575307e3709467766dd894d893bbc17af005f9e31,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
116,explanation-access-img-1,explanation-access,Raster image,Academic knowledge-point infographic explaining The index points to exactly one element with a structured visual model.,"Cambridge array declarations state an explicit lower and upper bound. Valid indexes follow the declared bounds and are not universally zero-based. Label 0 to n-1 as a chosen zero-based example, or use the lesson's declared bounds consistently.",5728da33a529fc107c518c955478b458c033a1d024b1517e3bc94a7900208ef1,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-declare-img-1,explanation-declare,Raster image,Academic knowledge-point infographic explaining Bounds say which indexes are valid with a structured visual model.,"Declare arrays Cambridge-style pseudocode Valid indexes Five integer scores DECLARE Scores : ARRAY[1:5] OF INTEGER 1, 2, 3, 4, 5 Ten names DECLARE Names : ARRAY[1:10] OF STRING 1 to 10 inclusive Seven temperatures DECLARE Temp : ARRAY[1:7] OF REAL 1 to 7 inclusive",fa8d861a67aafef883875938a76c4d38a226b1854502a9aaabbb281c8a6caed2,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-lookup-img-1,explanation-lookup,Raster image,Academic knowledge-point infographic explaining Access one element with a structured visual model.,"Interactive index lookup Array: Scores[1:5] = 42, 67, 55, 81, 49.",20f82f8177fbb38af95b822af99951770fe16b56d00f5557e1704b11793c6525,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-model-117-img-1,explanation-model-117,Raster image,Academic knowledge-point infographic explaining Rows and columns create coordinates with a structured visual model.,"2D model Same identifier The whole grid has one array name. Two indexes The first index usually selects the row; the second index selects the column. Marks[Row, Column] Same type Each cell stores the same data type. ARRAY[1:3, 1:4] OF INTEGER",61c2d2a6b6b63d24ec80ce25dba1af6a8a1254f969f199150fc2fe13a349bfb8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-model-img-1,explanation-model,Raster image,Academic knowledge-point infographic explaining A one-dimensional array is a linear collection with a structured visual model.,"Array model Same identifier All elements belong to one array name. Same type At AS level, an array stores elements of the same data type. ARRAY[1:5] OF INTEGER Indexed access An index selects one element. Scores[3] Scores[Index]",9ae029b5df9ae6998bed937d8e4d78a73ae79b0f8fb91819c6d06fc24ccae108,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-pseudocode-117-img-1,explanation-pseudocode-117,Raster image,Academic knowledge-point infographic explaining Do not import Java indexing into Cambridge answers with a structured visual model.,Traverse a 3 by 4 array with nested loops. Output the current cell inside the inner loop. A corresponding Java support version must also output every current cell. The two versions use explicitly stated indexing conventions.,4548fc42c89ffa0a60d5e9e8778b12b2136e1d5dbab24ad0fb6f162addef8db6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-pseudocode-img-1,explanation-pseudocode,Raster image,Academic knowledge-point infographic explaining Cambridge bounds and Java indexes are not the same habit with a structured visual model.,Pseudocode vs Java Cambridge-style pseudocode DECLARE Scores : ARRAY[1:5] OF INTEGER FOR Index <- 1 TO 5 INPUT Scores[Index] NEXT Index Java support only int[] scores = new int[5]; for (int index = 0; index < 5; index++) { scores[index] = input.nextInt(); Paper 2 reminder: Cambridge pseudocode may use bounds such as ARRAY[1:5] . Do not import Java's zero-based indexing unless the question states it.,5380bd312a8b417462c8ffcfe7ebe8f14c44190ccc06dae881181f5b7bb413ca,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,explanation-traversal-img-1,explanation-traversal,Raster image,Academic knowledge-point infographic explaining Use a loop to visit every element with a structured visual model.,"Traversal Input all scores FOR Index <- 1 TO 5 INPUT Scores[Index] NEXT Index Total all scores Total <- 0 Total <- Total + Scores[Index] OUTPUT Total The loop bounds must match the declared array bounds. If the array is 1:5, index 0 and index 6 are out of range.",4d6306c6a4e9edc96ee163be71cf6eff2045635f567160036715c5a8668c38d7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
116,overview-div-1,overview,HTML/CSS,One-dimensional array visual,One-dimensional array visual,e325f8bd2a64164f3a27f2bfa3618a3e0f81c0e3facba4e90dc96f90364851b3,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
117,explanation-access-img-1,explanation-access,Raster image,Academic knowledge-point infographic explaining A cell needs row and column with a structured visual model.,"Access and update Read one cell OUTPUT Marks[2, 3] Outputs the value in row 2, column 3. Update one cell Marks[2, 3] <- Marks[2, 3] + 1 Only that cell changes; other rows and columns are untouched.",82e1bc3ab3d99b9af1a1262941e441953fca60be1230635f28af4925af53e30a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
117,explanation-declare-img-1,explanation-declare,Raster image,Academic knowledge-point infographic explaining Two dimensions need two ranges with a structured visual model.,"Declare 2D arrays Cambridge-style pseudocode Valid cells 3 by 4 mark table DECLARE Marks : ARRAY[1:3, 1:4] OF INTEGER 3 rows, 4 columns, 12 cells 5 by 7 temperatures DECLARE Temp : ARRAY[1:5, 1:7] OF REAL 5 rows, 7 columns, 35 cells 10 by 10 grid DECLARE Grid : ARRAY[1:10, 1:10] OF BOOLEAN 100 Boolean cells",7064a0f0e9b503903158b21b709b1d4811d38c5896b77015a02a1ae4833af0d3,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
117,explanation-lookup-img-1,explanation-lookup,Raster image,"Academic knowledge-point infographic explaining Read Marks[Row, Column] with a structured visual model.","Interactive cell lookup Array: Marks[1:3, 1:4]. Choose a row and column.",e239a8226c6aadbbdcb244a02b3ca74171be70b01c640044dd73f3b86ce842fd,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
117,explanation-nested-img-1,explanation-nested,Raster image,"Academic knowledge-point infographic explaining Outer row loop, inner column loop with a structured visual model.","Nested loops Input every cell FOR Row <- 1 TO 3 FOR Column <- 1 TO 4 INPUT Marks[Row, Column] NEXT Column NEXT Row Total every cell Total <- 0 Total <- Total + Marks[Row, Column] OUTPUT Total For a 3 by 4 array, the inner statement runs 3 * 4 = 12 times.",ad6b9b8c47ce20ced638d90639124778b88fb20fd45848be18cfa9cbe607182e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
117,overview-div-1,overview,HTML/CSS,Two-dimensional array visual,Two-dimensional array visual,815e995d2ee945db131c1f64f9c5003650f1c54d1cee48577d3e7a166d911552,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
118,explanation-bubble-img-1,explanation-bubble,Raster image,Academic knowledge-point infographic explaining Why bubble sort repeats adjacent comparisons through a cause-and-effect diagram.,"Bubble sort compares adjacent items and swaps an inverted pair. For [1, 4, 2, 5, 8], pass 2 makes one swap: 4 and 2. The resulting list is [1, 2, 4, 5, 8], and the next pass makes zero swaps.",fa6b30b6642600965dca0377d8d787d3714fc535070b101ede382a29adfcdc5b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-count-img-1,explanation-count,Raster image,Academic knowledge-point infographic explaining Increment only when a condition is true with a structured visual model.,Initialise PassCount to zero before traversing five scores. Increment PassCount only when the current score is at least 50. Close the selection with ENDIF before NEXT Index. Output PassCount after the loop.,8301215912f07b3f8bc41e5ed0fc082c4295a43bc946177712b6a8bc0a09f72b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-linear-img-1,explanation-linear,Raster image,Academic knowledge-point infographic explaining Linear search checks each item in order with a structured visual model.,"Knowledge explanation How it works Start at the first item. Compare it with the target. If it matches, stop. If not, move to the next item until found or the list ends. When it is suitable Use it when data is unsorted, the list is small, or simplicity matters more than speed. Worst case: the target is last or absent, so every item may be checked.",9022686dac17f66af3cb3f9abf4345a93d7419f9cf3c50a96ee13684b80dde40,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-patterns-img-1,explanation-patterns,Raster image,Academic knowledge-point infographic explaining Four array algorithm patterns with a structured visual model.,"Pattern map Question wording Core idea Key variable Traversal output all, process each visit every valid index increase, replace, apply discount assign a new value to selected elements Scores[Index] find, present, target compare each element with target",a5c0246389c9c39906d30a6b77672d67a42842a423342ee11ff38b06e8d1fe21,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-pseudocode-img-1,explanation-pseudocode,Raster image,"Academic knowledge-point infographic explaining Same algorithm, different array syntax with a structured visual model.",Both pseudocode and Java versions visit five score positions. Increment the pass counter only when the current score is at least 50. Close the conditional before advancing the loop. Both complete versions output the final pass count after the loop.,9c133c6357e33fa7d552fee5702bbf63ab2b3f1c345358fcfc9e6a7e459467c6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-search-img-1,explanation-search,Raster image,Academic knowledge-point infographic explaining Use a flag to remember whether the target appeared with a structured visual model.,Initialise Found to FALSE before traversing the names. Set Found to TRUE only when the current name equals TargetName. Close the match selection with ENDIF before NEXT Index. Output Found after the traversal.,4d13076570b720ff621e4969996a9aad0ed35186b2461261222de6793f494344,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-selector-img-1,explanation-selector,Raster image,Academic knowledge-point infographic explaining Choose a scenario and inspect the matching template with a structured visual model.,Interactive pattern selector Scenario Choose a scenario to see the algorithm pattern.,2751e879316f3fbdad40eddd37a7e4d9352635ce57f7a757bad55bfb40994342,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-traversal-img-1,explanation-traversal,Raster image,Academic knowledge-point infographic explaining Visit every element once with a structured visual model.,"Traversal FOR Index <- 1 TO 5 OUTPUT Scores[Index] NEXT Index Traversal is the skeleton. Update, search and count usually add logic inside this skeleton.",3e2e07ccbe7dc3e75c4ef0a12d33a31ef9fb6697894b1a3930f106ed59175746,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,explanation-update-img-1,explanation-update,Raster image,Academic knowledge-point infographic explaining Change selected elements with a structured visual model.,"Traverse the array with a FOR loop so Index is defined for every access. Place the conditional update inside the traversal. FOR Index <- 1 TO 10
    IF Scores[Index] < 50 THEN
        Scores[Index] <- Scores[Index] + 5
    ENDIF
NEXT Index",081a9d8d43d2e00be4d4ebc087d7205fe25d7b0437879f9ca2dfb3596b478449,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
118,overview-div-1,overview,HTML/CSS,Array algorithm visual,Array algorithm visual,119bb4d06e70806d89d679a3acf3d3d67dc043b6a54c1421182a21a049d404e0,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
119,explanation-access-img-1,explanation-access,Raster image,"Academic knowledge-point infographic explaining Use the field name, not a numeric index with a structured visual model.",Access and update Pseudocode Read field OUTPUT Student1.Name outputs the Name field Update field Student1.Mark <- 80 changes only the Mark field Test field IF Student1.Enrolled = TRUE THEN uses Boolean field in selection,eae4a9f32a67b8c497169d45de2ce048a7716807f15e301faf2174d04dc99b2b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
119,explanation-array-vs-record-img-1,explanation-array-vs-record,Raster image,"Academic knowledge-point infographic explaining Same type and index, or mixed fields and names? with a structured visual model.",Array vs record Elements / fields usually same type can be different types index: Scores[3] field name: Student1.Mark Best for many similar values several facts about one entity,a21a595c706dc6214417e256edfe26ed76f6a0cdfbaa9351f33dc14cca1c1187,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
119,explanation-concept-img-1,explanation-concept,Raster image,Academic knowledge-point infographic explaining Composite data groups fields into one type with a structured visual model.,"a composite structure containing named fields TStudent one named item inside a record Name , Mark Composite data data made from several components student details grouped together Dot notation access to one field of a record variable Student1.Mark",49a1bfcf35255d69846d793a84fdb609fddb0de28aca0cf6a6a2d79483ac4dbb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
119,explanation-lookup-img-1,explanation-lookup,Raster image,Academic knowledge-point infographic explaining Read one field from a record with a structured visual model.,"Interactive field lookup Student1 has Name, DateOfBirth, Mark and Enrolled fields.",d49c1bde38e0c718e5339cfadc939c2bd865dd200fed61e86dab1be7d909c441,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
119,explanation-pseudocode-img-1,explanation-pseudocode,Raster image,"Academic knowledge-point infographic explaining Same modelling idea, different syntax with a structured visual model.","TYPE TBook
    DECLARE Title : STRING
    DECLARE Pages : INTEGER
ENDTYPE Book fields are declared inside the TYPE block. DECLARE Book1 : TBook
This declaration belongs after ENDTYPE.",6e9c86cbf49154f467503ef0fe698e348d583e4a07eeda7ea7b44738768f1431,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
119,overview-div-1,overview,HTML/CSS,Record visual,Record visual,1381cd333a93eb5596eceb4a724e6b9bdd4ceb86ab6056ebdb57d5954122b185,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
120,explanation-access-img-1,explanation-access,Raster image,"Academic knowledge-point infographic explaining Index first, then field name with a structured visual model.",Access pattern Pseudocode Read one field OUTPUT Students[3].Name name field of record 3 Update one field Students[3].Mark <- 80 mark field of record 3 Test one field IF Students[Index].Enrolled = TRUE THEN Boolean field in current record,5b5375498617ea87908a286eb80f3f333f686d2dea21eb8df784d1a420aa21ec,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-concept-img-1,explanation-concept,Raster image,"Academic knowledge-point infographic explaining One array, many records, same record shape with a structured visual model.",Students[5] selects the complete record at array position 5. Students[5].Mark selects the Mark field in that record. Array indexing and record field selection are separate operations.,64163c3daf289c6c7455c4ff84134ab292ce7abd3774b6cde8f5e1b990d68214,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-declare-img-1,explanation-declare,Raster image,"Academic knowledge-point infographic explaining Define the record type, then declare the array with a structured visual model.","TYPE TStudent
    DECLARE Name : STRING
    DECLARE Mark : INTEGER
ENDTYPE DECLARE Students : ARRAY[1:30] OF TStudent
This declaration follows ENDTYPE. The record type and the array declaration are separate declarations.",a8946e84ea68b48ec7741d7ce851b7a050decf6af0d8eae096754789afddeeb3,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-explorer-img-1,explanation-explorer,Raster image,Academic knowledge-point infographic explaining Read a field from a selected record with a structured visual model.,Interactive record explorer Record index Choose an index and a field to read from the array of records.,8e081494d5387cf63a7b85ed8edae155371d4c1574fae9aac95b174842ff69ed,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-operations-img-1,explanation-operations,Raster image,"Academic knowledge-point infographic explaining Search, count and update fields with a structured visual model.","Search, count and update are alternative record operations, not mandatory consecutive stages. A search condition locates a matching record and outputs its position or details. A count condition increments a counter for qualifying records. An update condition changes the required field of qualifying records.",0f60d45cace6a6a787614d78c6bb8ccebf3653d46497659de9ead41f55395b8b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-pseudocode-121-img-1,explanation-pseudocode-121,Raster image,Academic knowledge-point infographic explaining Cambridge pseudocode is the exam answer format with a structured visual model.,"Pseudocode vs Java Cambridge-style pseudocode OPENFILE ""Scores.txt"" FOR READ WHILE NOT EOF(""Scores.txt"") READFILE ""Scores.txt"", Line OUTPUT Line ENDWHILE CLOSEFILE ""Scores.txt"" Java support only try (Scanner file = new Scanner(new File(""Scores.txt""))) { while (file.hasNextLine()) { String line = file.nextLine();",d5b96d310da599a0595fb81bf1cccb54a00e52ed9a7356a5542747551d057cf2,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-pseudocode-img-1,explanation-pseudocode,Raster image,"Academic knowledge-point infographic explaining Same structure, different syntax with a structured visual model.",Pseudocode vs Java Cambridge-style pseudocode DECLARE Students : ARRAY[1:30] OF TStudent FOR Index <- 1 TO 30 OUTPUT Students[Index].Name NEXT Index Java support only Student[] students = new Student[30]; for (int index = 0; index < 30; index++) { System.out.println(students[index].name); Paper 2 reminder: Java arrays are often zero-based. Cambridge pseudocode ranges follow the declaration shown in the question.,a2350df8d2840009671a35942eeceec4e10ed7e8956f4770fcaba638c5a307c3,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,explanation-traversal-img-1,explanation-traversal,Raster image,Academic knowledge-point infographic explaining A loop visits each record; field access uses the loop index with a structured visual model.,Use Index to select each Students record in turn. Test the Mark field of the current record. Output the Name field only when Mark is at least 70. Close the selection with ENDIF before NEXT Index.,70cdcf85511c7fc7c2e80468b0928fad19413ccff0f1c2c6efb292afb092a517,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
120,overview-div-1,overview,HTML/CSS,Array of records visual,Array of records visual,702106970b4a0871f8120c4fa89e8bd897cd95b4d4cbfa0b3d6671723c7a6229,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
121,explanation-concept-123-img-1,explanation-concept-123,Raster image,Academic knowledge-point infographic explaining An ADT is data together with permitted operations through a cause-and-effect diagram.,"An abstract data type is a collection of data and a set of operations on those data. Stack, queue and linked list are examples whose permitted operations define their behaviour. The implementation may use arrays and indexes without changing the ADT's observable rules.",f8e76145d8a82532addbfef7a2a5a653d0583a9266418ee0048b66f1c40d93e8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-concept-img-1,explanation-concept,Raster image,"Academic knowledge-point infographic explaining A text file stores characters, usually processed one line at a time with a structured visual model.","Exam clue Text file file containing character data ""Scores.txt"" get data from an existing file FOR READ store data to a file, often replacing previous contents FOR WRITE add data to the end of an existing file FOR APPEND",6f4cf3f1baa1192b089ca0e7c16440986939f0e09c1a3cfdb8b9de06886958f8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-implementation-img-1,explanation-implementation,Raster image,"Academic knowledge-point infographic explaining Implement stack, queue and linked list using arrays through a cause-and-effect diagram.","An array stack uses Top; a queue uses Front and Rear; a linked list uses Data, Next, Start and a free list. Add/delete preserve stack LIFO, queue FIFO and linked-list links; edit changes stored data without corrupting structure. Candidates are not required to write pseudocode for these ADT operations; understand add, edit, delete and array implementation.",06b7dccb38ca0eb3ff934b009ce1ac2ae031bbc0a29bd82ee57df8d02769a841,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-lifecycle-img-1,explanation-lifecycle,Raster image,"Academic knowledge-point infographic explaining Open, process, close with a structured visual model.","File lifecycle 1. Open choose READ, WRITE or APPEND 2. Process READFILE or WRITEFILE using variables 3. Close release the file and finalise changes A file algorithm without CLOSEFILE is like leaving the exam hall without submitting the answer booklet.",b011c68a5476154d76a9f1e7ab25f910c1c7cd044238a85b0ffd11e945d87710,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-mode-lab-img-1,explanation-mode-lab,Raster image,Academic knowledge-point infographic explaining Choose the correct file mode with a structured visual model.,Interactive mode lab Scenario Choose a scenario and a mode.,848f9b547a69f9d31702fe77bd35e8c0f15a1cacbfd9674b4241d48dfa855f98,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-modes-img-1,explanation-modes,Raster image,Academic knowledge-point infographic explaining Choose the mode before touching the file with a structured visual model.,"File modes Use when Risk if wrong existing file contents are needed cannot write new lines creating/replacing output contents old contents may be overwritten adding new data to the end old lines remain, so duplicates are possible",7f274b01fc30488133056bd2c72d187a025dbc7ac532aff84a96271f871323a5,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-queue-img-1,explanation-queue,Raster image,Academic knowledge-point infographic explaining Why two ends create FIFO through a cause-and-effect diagram.,Enqueue adds a new item at the rear. Dequeue removes the waiting item at the front. Earlier arrivals remain ahead of later arrivals.,b837ba91a6e902617f563ddd9bb8067f183e1c55453d4b1685364bca397075fd,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-read-img-1,explanation-read,Raster image,Academic knowledge-point infographic explaining Use EOF so the loop stops at the end of the file with a structured visual model.,"Read loop OPENFILE ""Scores.txt"" FOR READ WHILE NOT EOF(""Scores.txt"") READFILE ""Scores.txt"", Line OUTPUT Line ENDWHILE CLOSEFILE ""Scores.txt"" The file line is read into Line . Only after that can the program output, split or validate it.",4da00ea46adf94f9ce0317859e4fc41211d3caa853172176d1e5103268b9416c,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-reader-img-1,explanation-reader,Raster image,Academic knowledge-point infographic explaining Step through a WHILE NOT EOF loop with a structured visual model.,"Open the file for reading before entering the loop. Check NOT EOF before attempting READFILE. When more data exists, read and process the next line. When EOF is true, skip READFILE, leave the loop and close the file.",6ed3a6ad0e2dd0cee8ac9c4afaca6aab018dedec096cd416397623d7465042a8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-records-img-1,explanation-records,Raster image,Academic knowledge-point infographic explaining A text line often represents one record with a structured visual model.,"Text records In simple exam-style examples, one line may contain fields separated by a comma. The delimiter must be consistent. Name = Ali Mark = 72 Name = Bea Mark = 64",5778f52c53e946ba91740298d06f3e3a9cc6a7c278a69fd7d63e1d1260cf937b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-stack-img-1,explanation-stack,Raster image,Academic knowledge-point infographic explaining Why one open end creates LIFO through a cause-and-effect diagram.,Push adds the new item at the top position. Only the current top item is available to pop. The most recently pushed item therefore leaves first.,d2ef4efb23178dc65d7a2b3b6fc9666fb3154cc23ce6275572610680925208bf,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,explanation-write-img-1,explanation-write,Raster image,Academic knowledge-point infographic explaining Write creates a new result; append adds to the existing story with a structured visual model.,"Write and append Write a new report OPENFILE ""Report.txt"" FOR WRITE WRITEFILE ""Report.txt"", ""Pass count: "" & Count CLOSEFILE ""Report.txt"" Append a new score OPENFILE ""Scores.txt"" FOR APPEND WRITEFILE ""Scores.txt"", ""Dina,91"" CLOSEFILE ""Scores.txt""",a854b411f1e547e300935eb97c98177eff845f5e4d939e0ada4a753264bc7d97,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
121,overview-div-1,overview,HTML/CSS,Text file visual,Text file visual,a09beda2f52d8be20f66baf1893a3d69dd69d426ec600fa8214948907c3eddc9,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
122,explanation-concept-img-1,explanation-concept,Raster image,Academic knowledge-point infographic explaining CSV-style means separated fields in a fixed order with a structured visual model.,"one complete line of data S001,Ali,72 one item inside the record Delimiter character that separates fields Fixed order each position has agreed meaning ID, Name, Mark",89061b97ab1c00386adcd3c3fbc9b9a91dbd0595bfdcaee342ca72b076fa84e0,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
122,explanation-format-img-1,explanation-format,Raster image,Academic knowledge-point infographic explaining Design the format before writing code with a structured visual model.,CSV format Position Field name Data type after conversion StudentID The file stores all fields as text. The program gives each position meaning.,8d82061908860f6be9ef6ff3837052f8971b8e9983e6d142c68b0f70f028663a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
