surface,id,source,status,independent_review_status,evidence_location,content_hash,reviewer_id,review_round,official_basis,review_note
infographic,076/method,../assets/diagrams/stage10-infographics/stage10-lesson-076-method.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-076-method.jpg#transcript,207332bf61cf7e5b8f9bf610dc41525825c0adccb8c06da61a6a5dab0af17f99,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,076/open-source,../assets/diagrams/stage10-infographics/stage10-lesson-076-open-source.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-076-open-source.jpg#transcript,180db3057e6477aa4d3333df6a18aca824dd08bf28efbcd955be1d7e504cf7bd,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,076/ownership,../assets/diagrams/stage10-infographics/stage10-lesson-076-ownership.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-076-ownership.jpg#transcript,7966404a08ea223ed550ef9862150fac6d2b6d20b136ba415c7fbd81b16d55b0,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,076/proprietary,../assets/diagrams/stage10-infographics/stage10-lesson-076-proprietary.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-076-proprietary.jpg#transcript,ea7d60d7b28044fdfc4bd5ec5087eeacd5af081ac5ba55e28abd278c405dd821,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,076/tradeoffs,../assets/diagrams/stage10-infographics/stage10-lesson-076-tradeoffs.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-076-tradeoffs.jpg#transcript,3ebddb0f2e5efd53bfd24028863b30ab576924d14f16edeb76b98af022a01c05,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/analyser,../assets/diagrams/stage10-infographics/stage10-lesson-077-analyser.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-analyser.jpg#transcript,a4fa8e0a6549b53c51142440bf69cc42e4038ab6bca5dd62bc79630b958be18c,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/digital-divide,../assets/diagrams/stage10-infographics/stage10-lesson-077-digital-divide.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-digital-divide.jpg#transcript,0c4af335e2f8b8095c1660cb5b31ceccada641553a3845be9403a4be45dab333,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/environment,../assets/diagrams/stage10-infographics/stage10-lesson-077-environment.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-environment.jpg#transcript,c3a6ef9ceb2a703d0c8683a48d1e6ab06ae39aeea92026484eeef7158294bfc1,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/ewaste,../assets/diagrams/stage10-infographics/stage10-lesson-077-ewaste.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-ewaste.jpg#transcript,34ad22052023175f69de7e03d6ac5b98bdd7e6c846fa011a99c9f6161eb0d48b,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/method,../assets/diagrams/stage10-infographics/stage10-lesson-077-method.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-method.jpg#transcript,1ea4aaa2d6f58838b15a55b62e5300b6e2aab731badc054373512067a6c34390,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,077/social,../assets/diagrams/stage10-infographics/stage10-lesson-077-social.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-077-social.jpg#transcript,6ff67a8d5a297d8c0b160a20728b9e73b21b949ca662f8d8f235dea6515faec8,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,078/compare,../assets/diagrams/stage10-infographics/stage10-lesson-078-compare.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-078-compare.jpg#transcript,fbedfd59dc7f75f58d68ca4666d13b90dd246693ee857d71540173517a037f7b,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,078/map,../assets/diagrams/stage10-infographics/stage10-lesson-078-map.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-078-map.jpg#transcript,d04a080103069d8ef8ce9f546cf78d5f95e4319a43749b2c66815a9a8efc3622,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,078/marking,../assets/diagrams/stage10-infographics/stage10-lesson-078-marking.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-078-marking.jpg#transcript,b619396c55d651c13afe439843795afcbeb380504045f715be3f60841e4d39e1,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,078/structure,../assets/diagrams/stage10-infographics/stage10-lesson-078-structure.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-078-structure.jpg#transcript,90ced7d31319f7962d0250e575430664a201ced22be20922796090f0c5178d06,stage4-infographic-wording-review,R4,syllabus:p25,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/compare,../assets/diagrams/stage10-infographics/stage10-lesson-080-compare.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-080-compare.jpg#transcript,7586e9ea961a8092bee56250290a44995cf70dc9085bce09d36e5b2140796ff4,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/data-info,../assets/diagrams/stage10-infographics/stage10-lesson-079-data-info.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-data-info.jpg#transcript,4e3102fbe444b71fdb24935c73f7fc1201f85deace910852b69af5b19064df73,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/database,../assets/diagrams/stage10-infographics/stage10-lesson-079-database.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-database.jpg#transcript,3f9aa7e20567a951ecadbe61bde6a9cba649f01fbc7f1e7422aaea11578841a7,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/scenario,../assets/diagrams/stage10-infographics/stage10-lesson-079-scenario.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-scenario.jpg#transcript,461a6fc29882a60a8f93e7bb1e27287e5f1d24d0ae4ff1e9d06cef38df6f0a68,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/sorter,../assets/diagrams/stage10-infographics/stage10-lesson-079-sorter.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-sorter.jpg#transcript,0628789c537d4814e8cd54f1ad888e195041cbe217d714b58d15e7679ed7d148,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,079/terms,../assets/diagrams/stage10-infographics/stage10-lesson-079-terms.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-terms.jpg#transcript,d18dff3417474738e7250367cd8fcdbd46fea08da585283beb4cf10588e10884,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,080/anomalies,../assets/diagrams/stage10-infographics/stage10-lesson-080-anomalies.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-080-anomalies.jpg#transcript,1f99339e814110ffa7524aad442c8bffc74efb72b1443ed713db559193afcbb5,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,080/flat,../assets/diagrams/stage10-infographics/stage10-lesson-080-flat.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-080-flat.jpg#transcript,e327218cd68e3830368d746b068132fd05cd0304a9899461e3bc1ba318d7bc33,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,080/referential,../assets/diagrams/stage10-infographics/stage10-lesson-082-referential.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-referential.jpg#transcript,3643d77dd5e1da147e7d44e6d7c577f5f4498250743076ed9926ef8290766692,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,080/relational,../assets/diagrams/stage10-infographics/stage10-lesson-080-relational.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-080-relational.jpg#transcript,6bb37d31e8b93eb54809987c58f0b919439a852976451f1557cc33c288d3262b,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/checkpoint,../assets/diagrams/stage10-infographics/stage10-lesson-081-checkpoint.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-checkpoint.jpg#transcript,1579be55088c24487503892e52c0565da7b963523028a3b5aee0c757eea569a2,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/constraint-tool,../assets/diagrams/stage10-infographics/stage10-lesson-081-constraint-tool.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-constraint-tool.jpg#transcript,3024b8094d78755b4ad1db8ef492eb9f9ca5cb0bcd5e38168d7b24696eb23d52,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/constraints,../assets/diagrams/stage10-infographics/stage10-lesson-081-constraints.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-constraints.jpg#transcript,d6491c7e4ad601c508beedede60c3598ec10591486998eba560f35bf73970cdb,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/dbms,../assets/diagrams/stage10-infographics/stage10-lesson-079-dbms.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-079-dbms.jpg#transcript,9094d8f6e0341115f2bdabdce0cd765955d812427a419bd1546b66e841300e72,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/fields,../assets/diagrams/stage10-infographics/stage10-lesson-081-fields.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-fields.jpg#transcript,76fef6e636106f263bb6d15f1abd151bc53782875c91fc6ff0105f08501aa3ff,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/normal-forms,../assets/diagrams/stage10-infographics/stage10-lesson-084-normal-forms.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-084-normal-forms.jpg#transcript,a3b3d21e5135984ecebac66040545a64b74c569f4d6a5be200780be50cde8778,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/terms,../assets/diagrams/stage10-infographics/stage10-lesson-081-terms.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-terms.jpg#transcript,2b1e2e30ddcbc7909c5e45fcf1f3fb7158710bb8f25a9303c6eeeb4fdb935f88,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/type-tool,../assets/diagrams/stage10-infographics/stage10-lesson-081-type-tool.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-type-tool.jpg#transcript,e437965f7a3d6736355e7d8d077db752f7e6628ea3112b1cda60ff500b72e7e7,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,081/types,../assets/diagrams/stage10-infographics/stage10-lesson-081-types.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-081-types.jpg#transcript,7d4240188a66faf4b2bcc04660343e2fc56d717a34b3e5e9fb36bdcff1eb15cf,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,082/foreign,../assets/diagrams/stage10-infographics/stage10-lesson-082-foreign.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-foreign.jpg#transcript,66daa9bf919c0b6dac6e3cb1b3745d46e85c728847f97b3ea58bb52c7c94a4f0,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,082/key-picker,../assets/diagrams/stage10-infographics/stage10-lesson-082-key-picker.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-key-picker.jpg#transcript,bb0ca3a3b40c4ed6dc482566f72ffe93f7a2d82be74f852dbf0796f5f912447c,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,082/primary,../assets/diagrams/stage10-infographics/stage10-lesson-082-primary.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-primary.jpg#transcript,1fd5a53129ab1ca22933a8187daa9696c2445a7014ee211e4d7abcf9350880fb,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,082/relationship-tool,../assets/diagrams/stage10-infographics/stage10-lesson-082-relationship-tool.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-relationship-tool.jpg#transcript,e0958e8283ca70f14f7ab9c81146701b46a4ee0efaddabfe2cab98cb13cadb69,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,082/relationships,../assets/diagrams/stage10-infographics/stage10-lesson-082-relationships.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-082-relationships.jpg#transcript,74975c3b8faddf6407bf50d8573484dc1a67078a7ad54d832620938340731542,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,083/attributes,../assets/diagrams/stage10-infographics/stage10-lesson-083-attributes.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-083-attributes.jpg#transcript,1d5ca2fbe1bba40263c08c3fa9229f2c2263d86cff90ba5f0ea75fba121cc515,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,083/cardinality,../assets/diagrams/stage10-infographics/stage10-lesson-083-cardinality.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-083-cardinality.jpg#transcript,ac939223db4a027a3bdda58ddc43a85e32727a00c52bcac2f2929e30361067cb,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,083/entities,../assets/diagrams/stage10-infographics/stage10-lesson-083-entities.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-083-entities.jpg#transcript,e18635f5675b2a12cef995e850eb2ac0c2d1f047ab796c551e72d8b5e35c280e,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,083/parser,../assets/diagrams/stage10-infographics/stage10-lesson-083-parser.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-083-parser.jpg#transcript,990b061b3bbef035c2e3f1e822671549489d6e3d84e239dfd7adb360144183ff,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,083/participation,../assets/diagrams/stage10-infographics/stage10-lesson-083-participation.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-083-participation.jpg#transcript,d7a9464cc8bd69a9678d711aab890e5e168926cbbb279c866ff2fba0ad24108d,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,084/anomalies,../assets/diagrams/stage10-infographics/stage10-lesson-084-anomalies.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-084-anomalies.jpg#transcript,99c7a2960a0124f064890dfacf32a828e8c6151c492c8fba9b00114277c02463,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,084/dml,../assets/diagrams/stage10-infographics/stage10-lesson-088-dml.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-088-dml.jpg#transcript,6dba1816f0448fb99b7c80f93cedaac6b43a60c1bfe24993c3b5d0df04cf4976,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,084/purpose,../assets/diagrams/stage10-infographics/stage10-lesson-084-purpose.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-084-purpose.jpg#transcript,1f75ae1091d943dacf1a8e75d23cc82072d9bc2e47525a92eace054873ae5395,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,084/redundancy,../assets/diagrams/stage10-infographics/stage10-lesson-084-redundancy.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-084-redundancy.jpg#transcript,60650c97de5e74de11e696753e0490088a70804159ebb75ca11f6983f62c773e,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,085/clauses,../assets/diagrams/stage10-infographics/stage10-lesson-085-clauses.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-085-clauses.jpg#transcript,056469f1e4189311a1ebac591f893f01cff394cbbc8f529d55360adb00f10201,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,085/conditions,../assets/diagrams/stage10-infographics/stage10-lesson-085-conditions.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-085-conditions.jpg#transcript,4fd6b60ad8c7c4f5cf31052021d232fd835f8a945f0bc67bbe85cda2d98a59f5,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,085/strings,../assets/diagrams/stage10-infographics/stage10-lesson-085-strings.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-085-strings.jpg#transcript,9492b280dd4ac8510dabccc8aa0d1377d4931dddac292e5f74030bf902c80b4b,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,086/aggregates,../assets/diagrams/stage10-infographics/stage10-lesson-086-aggregates.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-086-aggregates.jpg#transcript,375ccb4791571503ae00c5c3fc23b3daadc1486aa0459ca0924074bbae755d70,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,086/groupby,../assets/diagrams/stage10-infographics/stage10-lesson-086-groupby.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-086-groupby.jpg#transcript,773ca42607398c5bb347391983cc4c67bff917081579fdf914b45b6b3f14666e,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,086/join,../assets/diagrams/stage10-infographics/stage10-lesson-087-join.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-087-join.jpg#transcript,fd2f520e3628b1229d8c9039a0dd7fa397e967369efe02d6366df15592d63e2c,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,086/orderby,../assets/diagrams/stage10-infographics/stage10-lesson-086-orderby.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-086-orderby.jpg#transcript,b23c67f6d46e0aca42e16aaefcd8b743c5fd1eca2c15810c1392e6995181a086,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,087/aliases,../assets/diagrams/stage10-infographics/stage10-lesson-087-aliases.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-087-aliases.jpg#transcript,de38b0e1b823b53ab2936e5de6bb218fc955799ba1fe1fe4751c712a94e202c3,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,087/relationships,../assets/diagrams/stage10-infographics/stage10-lesson-087-relationships.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-087-relationships.jpg#transcript,455ec0979d31f8f6aeaa02bc045491b30c178ea894bb5b49c6e7f2718350bf0b,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,088/delete,../assets/diagrams/stage10-infographics/stage10-lesson-088-delete.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-088-delete.jpg#transcript,ea9c65edf7ce10e1829c87d27980138fb5d15056b30f2f9307ab870b139f370a,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,088/insert,../assets/diagrams/stage10-infographics/stage10-lesson-088-insert.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-088-insert.jpg#transcript,62318d22021c082f916a3346d90524d132e1b46fcdc676f88e59e0bee53794f7,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,088/update,../assets/diagrams/stage10-infographics/stage10-lesson-088-update.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-088-update.jpg#transcript,7214da6a200766ec5400c004b44f99faab0e79ab0f00b6746993b2f1fa7b594c,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,089/backup,../assets/diagrams/stage10-infographics/stage10-lesson-089-backup.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-089-backup.jpg#transcript,b720f6bf2a1016af33072ce5b9b2532698bf13e3f850a4474fced91877fef9e1,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,089/security,../assets/diagrams/stage10-infographics/stage10-lesson-089-security.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-089-security.jpg#transcript,176eb35a25e019c551cf32a19c54a288bef84f9deeb501e9324c9634ad9f18c8,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,089/validation,../assets/diagrams/stage10-infographics/stage10-lesson-089-validation.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-089-validation.jpg#transcript,55a329914d45c64219dbde8925b6a255e56d3dcc504ba6762b144544752539fd,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,089/verification,../assets/diagrams/stage10-infographics/stage10-lesson-089-verification.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-089-verification.jpg#transcript,87acb68519997a2f838ffb5fe63d14503c255ff95ab989ac37f60d7e15d5ae32,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,090/design,../assets/diagrams/stage10-infographics/stage10-lesson-090-design.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-090-design.jpg#transcript,67bf0984924f2ec4120329610eccbb2aa278dde9e18657e896a49d52b899c1e4,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,090/map,../assets/diagrams/stage10-infographics/stage10-lesson-090-map.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-090-map.jpg#transcript,52221c9976aa2ba67c1e53d9b19209f147a280b9c58d4ace612372b8164e784f,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
infographic,090/protection,../assets/diagrams/stage10-infographics/stage10-lesson-090-protection.jpg,Approved,IndependentlyReviewed,../assets/diagrams/stage10-infographics/stage10-lesson-090-protection.jpg#transcript,22fc2b1643cba2b0fcf240ed75446d94db564dc9db7fb947be2e56573a154a9a,stage4-infographic-wording-review,R4,syllabus:p26-27,Maintained transcript and terminology checked against the current content hash; pixel semantics remain a Stage 5/6 gate.
