lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
127,stage2-completion,Translate descriptions into Cambridge pseudocode,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
127,standard,Translate a flowchart or structured English into pseudocode,process,CORE,TEACH,Implemented,explanation-standard,Maintained explanation target.,de31a9c12ee4e6c62f92a6c599004443d9fdbd2311f65610b43490f9d2c454bb
127,tracer,Run a small loop by hand,mechanism,OPTIONAL,EXTEND,Implemented,explanation-tracer,Explicit extension visual retained outside compulsory syllabus evidence.,ed7e5d772b5fe709e90856c820846233fe16b11dda4c9923b8c3bf78c1cc1119
128,choice,Start with the shape of the decision,mechanism,OPTIONAL,EXTEND,Implemented,explanation-choice,Explicit extension visual retained outside compulsory syllabus evidence.,c0360c5681d58fa5ab74230551347b243c3c62f388234435c097160308590020
128,if,Use IF when a Boolean condition decides the route,mechanism,OPTIONAL,EXTEND,Implemented,explanation-if,Explicit extension visual retained outside compulsory syllabus evidence.,891172193361adfc717ca38c9a227c38f88dc44737435714961bc686e27a96d5
128,java,"Same idea, different syntax",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,2bee16b498a7c221ebec94a83c145fd20d252ee64fceccd39b97c17d54b2b483
128,nested,A decision inside another decision,mechanism,OPTIONAL,EXTEND,Implemented,explanation-nested,Explicit extension visual retained outside compulsory syllabus evidence.,8e1abee1de39941480ed2183365b9e06720ee2c00d50f82662ee8f648aa272b3
128,path,Trace a nested IF,mechanism,OPTIONAL,EXTEND,Implemented,explanation-path,Explicit extension visual retained outside compulsory syllabus evidence.,6e9ff14f4f33d383db1d23ae04a4afadcf5b714b8a03afa3ea7f7a65496cd5df
128,pseudocode,"The symbol changes, the update idea does not",mechanism,CORE,TEACH,Implemented,explanation-pseudocode,Maintained explanation target.,3fbd931ed8dade9ea0179424f4c11c3b47becabf871da4d2b39559fc1d1af688
128,stage2-completion,Complete Cambridge pseudocode statements,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
129,arrays,FOR loops are natural for fixed array bounds,mechanism,OPTIONAL,EXTEND,Implemented,explanation-arrays,Explicit extension visual retained outside compulsory syllabus evidence.,04ac7e9c15ab88d288c35a825e9ae96cb5f6976e886aedbb31203ce86ccfee39
129,bounds,One wrong bound can miss or invent an iteration,mechanism,OPTIONAL,EXTEND,Implemented,explanation-bounds,Explicit extension visual retained outside compulsory syllabus evidence.,de2ef426c33b429687c46daa18574a7f3722924007e19d628f5444b860ab7e3d
129,counter,Do not confuse the counter with the running total,mechanism,OPTIONAL,EXTEND,Implemented,explanation-counter,Explicit extension visual retained outside compulsory syllabus evidence.,422bacda8c97dad315a0419a1d59ce7ded946106dc251fe72542389058ef7ecc
129,java,"Java for loops are useful, but not the exam answer format",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,e9279bd1a846de59b1aeab2e134bc63a08be477d1e9ecbacbcc3b160adef189a
129,stage2-completion,Use supplied built-in and library routines,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
129,substring,Use the string-function definition supplied in the question,mechanism,CORE,TEACH,Implemented,explanation-substring,Maintained explanation target.,8fef7251032fac4786bb3a134e76f6719a19f80a5d74d7f1c161a26dd23ee500
130,case,Use CASE for clear values of one expression,mechanism,CORE,TEACH,Implemented,explanation-case,Maintained explanation target.,0378332511490375015b18f2048bc2df1ba407015551a3d4da1c665aa6c02a30
130,compare,The difference is when the condition is tested,comparison,CORE,TEACH,Implemented,explanation-compare,Maintained explanation target.,e36a5cddad927c2fc3b086df5fec62157d5229dd8947d9e63ddc18fb8be6239a
130,for,"A FOR loop has a counter, a start value and an end value",mechanism,CORE,TEACH,Implemented,explanation-for,Maintained explanation target.,23fd48480775c10f9d690a4d5873ed215ed4842a0070bdd0a434ff4c0499343c
130,java,"Java syntax is support, not Cambridge pseudocode",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,0d06d2454c2fda9345f8dbb63968bf1ed6b3fbf814b8e7adf1a46e4ecacda5f3
130,repeat,"Post-condition loop: run once, then check",mechanism,OPTIONAL,EXTEND,Implemented,explanation-repeat,Explicit extension visual retained outside compulsory syllabus evidence.,de04374723a7d11495403096fa4dd140fb759376b21152be1adc1b9343ca79a8
130,sentinel,A special value can stop the loop,mechanism,OPTIONAL,EXTEND,Implemented,explanation-sentinel,Explicit extension visual retained outside compulsory syllabus evidence.,eccacad5d242ee42beca6dbc40941554212665df9420a9c1d554d9f52ef77848
130,stage2-completion,Selection and loop structures,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
130,validation,Keep asking until the input is valid,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validation,Explicit extension visual retained outside compulsory syllabus evidence.,3f589238195a4687afb52a7a4aa88a80af3bf323190af520d56a9c68f634e038
130,while,Pre-condition loop: check before running,mechanism,OPTIONAL,EXTEND,Implemented,explanation-while,Explicit extension visual retained outside compulsory syllabus evidence.,72a98c3bc2e459ce2b88770792f075ee4bf9504b641722f06c34775e63accf7d
131,byref-compare,"Same procedure body, different final result",comparison,CORE,TEACH,Implemented,explanation-byref-compare,Maintained explanation target.,68eb216cb70962bdfd5e5b6ec45883053fb2bd44a64c17093327f0889791ac0b
131,calls,Function calls can appear where a value is needed,mechanism,CORE,TEACH,Implemented,explanation-calls,Maintained explanation target.,5fc9f1da27355304a3a05ac2177350409ed7836707b9f479765250205636d4a8
131,compare,The mark-winning difference is the returned value,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,b050af18275dcf3b7a1059f6378101ede2ebc26de02b900010a2c06c97e19c61
131,function,A function returns a value to the caller,mechanism,OPTIONAL,EXTEND,Implemented,explanation-function,Explicit extension visual retained outside compulsory syllabus evidence.,ba9025e07921d518c1f09c757796114f08a465d5d632885ebe8cbfae9ae332e7
131,java,Java method syntax is not Cambridge pseudocode,mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,51db3b2c69cd542dbf209825329ef5f9e1cccc0f4b78e73eef24d4f7b05b9b81
131,parameters,A subprogram interface connects caller and header,mechanism,CORE,TEACH,Implemented,explanation-parameters,Maintained explanation target.,e25e31b08162c0e2ce3a78fd9a9b5c50fe8bb637197a6cd60ce63119bd6273db
131,procedure,A procedure performs actions and returns no value,mechanism,OPTIONAL,EXTEND,Implemented,explanation-procedure,Explicit extension visual retained outside compulsory syllabus evidence.,455c5657ca47b26a9a950de0104b87dfa0e9e8baa7568681d83dbd98d61a126b
131,returner,Calculate a function return value,mechanism,OPTIONAL,EXTEND,Implemented,explanation-returner,Explicit extension visual retained outside compulsory syllabus evidence.,ab93015aee3ee9ff5761dd65a38464b0c7361232e1bd8ea62b0ac423ad8bc34e
131,stage2-completion,"Procedures, functions and their interfaces",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
132,compare,"Same procedure body, different final result",comparison,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
132,java,Do not replace Cambridge BYREF with Java syntax,mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",388b3dc7406af63a0a7c66e813199e26be4807c08fbd5bb5cd0c7f9645fdd282
132,reference,BYREF links the parameter back to the caller's variable,mechanism,OPTIONAL,EXTEND,Implemented,explanation-reference,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",d7017d7628f11f28311eac6f1e72759c875e12d150807ae87d1f9bc61fc4d8b5
132,terms,The header names the parameter. The call supplies the argument.,mechanism,OPTIONAL,EXTEND,Implemented,explanation-terms,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",b0899ff977bcb09427d751fbc689a6b68902d3dd9a5b353333b793b09ab75589
132,use,Use it when the procedure must deliberately update caller data,mechanism,OPTIONAL,EXTEND,Implemented,explanation-use,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",56a9534f2d36d8dcd0cefeb222b4e3aa5ef2ab694a4862283a9434f51c7714d6
132,value,By value means the subroutine works with a copy,mechanism,OPTIONAL,EXTEND,Implemented,explanation-value,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",547e00c49ff18801bb3294176157ebb50dcefd49a6e4397c77a86574775761f8
133,compare,Local and global variables differ by accessibility and lifetime,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",8e8afc378231a029c8a6bb2f7e7120c3b306f53033d248969172025abb769222
133,global,Global variables are declared outside subroutines and can be accessed widely,mechanism,OPTIONAL,EXTEND,Implemented,explanation-global,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",4619b9ee190223e220d8cafdc5afa70717207a6aebd38fd1fd1bda57d2c6c742
133,java,"Java helps illustrate scope, but Cambridge pseudocode remains the answer format",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",9a93eda4cc955b25171307d5db4c46227dbca76c55c50885265f352498659d95
133,lifetime,Lifetime means how long a variable exists during execution,mechanism,OPTIONAL,EXTEND,Implemented,explanation-lifetime,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",082d6ee40630fed48b7018269e9e9fbbe5fb587322a9d1e26b97a9ed5995b105
133,local,Local variables are declared inside a subroutine or block,mechanism,OPTIONAL,EXTEND,Implemented,explanation-local,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",ca13b3a51f6a5dc3e5960b88139423e907075e6a56040b43026a7f4980937c32
133,scope,Scope means where a variable or identifier can be accessed,mechanism,OPTIONAL,EXTEND,Implemented,explanation-scope,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",9790f8da599712381ac764dae3928b77ffcabb0a7f15a8af185ece066fdaa410
133,shadowing,A local variable can hide a global variable with the same name,mechanism,OPTIONAL,EXTEND,Implemented,explanation-shadowing,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",806eba41d97d779574cc1df25a11252fe09a1258c68ba10d0645a24a6bc36db5
134,case,LCASE and UCASE convert one CHAR,mechanism,OPTIONAL,EXTEND,Implemented,explanation-case,Explicit extension visual retained outside compulsory syllabus evidence.,be13ac683546b4e221f65843f02c07ec84db3a0b842d9d42631776613b22c2af
134,concat,Concatenation joins STRING values,mechanism,OPTIONAL,EXTEND,Implemented,explanation-concat,Explicit extension visual retained outside compulsory syllabus evidence.,5f99bc5e3bba89cbd83068cc45e410bfc2811b8a64ed549b780e48dfb7b42680
134,java,MID and Java substring use different positions,mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,6bc8c9598e9c06791659dfa796c579a332d8917b4d849251923fe33210dd12c2
134,java-140,"Java methods can model modularity, but Cambridge pseudocode remains the exam format",comparison,CORE,TEACH,Implemented,explanation-java-140,Maintained explanation target.,04158b74e24a268dd70fc96566e944f0665664ea0357ebcfad24b8d4acf954b4
134,lab,Test a built-in function,mechanism,OPTIONAL,EXTEND,Implemented,explanation-lab,Explicit extension visual retained outside compulsory syllabus evidence.,9c8fb018d849428b3ee6f0b867e4967c49bb9bea0bdd76c761db1b81deeca272
134,length,LENGTH(String) returns the number of characters,mechanism,OPTIONAL,EXTEND,Implemented,explanation-length,Explicit extension visual retained outside compulsory syllabus evidence.,8661e3aaa96c19150b6a78786e65ece71aabc2f0e80a7fb959c6fce5b58a2407
134,position,Exam traces must follow the position convention stated or implied,mechanism,OPTIONAL,EXTEND,Implemented,explanation-position,Explicit extension visual retained outside compulsory syllabus evidence.,28366056e79e6cecf487930e8b4dd18faccaa7542cb11293ee80046fb46a51e5
134,stage2-completion,Clear and efficient Cambridge pseudocode,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
134,strings,A string is a sequence of characters,mechanism,OPTIONAL,EXTEND,Implemented,explanation-strings,Explicit extension visual retained outside compulsory syllabus evidence.,e72d66136f5acccb3406ef509a6da081b5af211bc53ecda799d8dd9a3f7d6ba8
135,calculator,"Compare / , DIV and MOD",comparison,OPTIONAL,EXTEND,Implemented,explanation-calculator,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",570f159425094b3ffd8d0f31f815dd47a1fe7407c9a1b4a09f2ffd527bb269fb
135,division,DIV returns the whole-number quotient,mechanism,OPTIONAL,EXTEND,Implemented,explanation-division,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2ae49b5b4dce5971f70e4c230d092ae0cc5e2f012513ea648b1ee9389b08d92d
135,java,"Java can support the idea, but Cambridge pseudocode remains the answer format",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",08313730f5fd9aa7e28099531ee09c57acc58a9b08db6c03c9d5b9f2786ed4fe
135,mod,MOD returns the remainder,mechanism,OPTIONAL,EXTEND,Implemented,explanation-mod,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",8cdcfd9c9dea18e5f39fc3d54d48fd50982045845ffbbef60ad7064477064dac
135,operators,Operators combine values to calculate a result,mechanism,OPTIONAL,EXTEND,Implemented,explanation-operators,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",3e72a6842add9d53780a9ea2a18601109b7d3878539edb827131ef660d1cbb6b
135,patterns,DIV and MOD often appear in practical algorithm tasks,process,OPTIONAL,EXTEND,Implemented,explanation-patterns,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",71fa783b005bee187231c142368ed1f0d70c459fb526563b5acfda0f73b766b6
135,precedence,Use brackets when the intended order matters,mechanism,OPTIONAL,EXTEND,Implemented,explanation-precedence,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",ab141da891861530e965f7bfcc9e1a8f52c9379ecc9e487afcc1aed186416a8c
135,relationship,Use the identity to check your answer,mechanism,OPTIONAL,EXTEND,Implemented,explanation-relationship,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a5ee0b90cd75c892ed089e408bc9dfe8485b64611c62a73a30c9731f19db17fc
136,formatter,Build a readable result line,mechanism,OPTIONAL,EXTEND,Implemented,explanation-formatter,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",c4fb7dabcfa1f4106a30440281524a97ed2bf76ed8bad11b114dd2e0dadf5d66
136,formatting,Formatting means controlling how values are shown,mechanism,OPTIONAL,EXTEND,Implemented,explanation-formatting,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2974a0c345bf96b6dfe1e7254a077c46dfb3caf44f01aa51c17be09af3b4723b
136,input,INPUT reads data and stores it in a variable,mechanism,OPTIONAL,EXTEND,Implemented,explanation-input,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",642d31ad8a2b858c6304012ac006ab059e6b25bfba69305cca2c9f9be295868a
136,java,Java I/O syntax is not Cambridge pseudocode,mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2d16982445345c1ca721fd754c9e5b465b16c798074033bff221622c9ebfeb75
136,output,"OUTPUT displays text, values or expressions",mechanism,OPTIONAL,EXTEND,Implemented,explanation-output,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",e1625a5b940d52f2c351463ff19551c94d729338d189405b0abfb5f4d388367a
136,prompts,A good prompt tells the user what to enter and the expected format,mechanism,OPTIONAL,EXTEND,Implemented,explanation-prompts,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",cf0930e65506203f6428eee4b2028d76f2bcbca0a060c0a89e139cf100f7f8e7
136,tables,Formatted output can make repeated records readable,mechanism,OPTIONAL,EXTEND,Implemented,explanation-tables,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",c29fd123d277dc9559bc91b488c9ee3055744740bddba5669e1d62b97fdaa84d
136,types,Input data must be used with the correct data type,mechanism,OPTIONAL,EXTEND,Implemented,explanation-types,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",7b8bdfc4711d71040bc279d0b27f3ccb6a8ea9e7c87ba3ec0e4722092172b9ab
137,append,FOR APPEND adds new data to the end,mechanism,OPTIONAL,EXTEND,Implemented,explanation-append,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",29becea5ebfae9f5111983af07e4f106c9f0a6f38ad09e1e4a37d87c857fbdef
137,close,CLOSEFILE completes the pattern,mechanism,OPTIONAL,EXTEND,Implemented,explanation-close,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a1bf10447d046c4e0268bc50b1ef1f83f53520364e4350471074158eae3a1b51
137,eof,EOF prevents reading past the end of the file,mechanism,OPTIONAL,EXTEND,Implemented,explanation-eof,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",1b8a72144245fb4da9eb86dd9d6458e22431ae946362d3a9ab854e8ab2bc5ccc
137,java,"Java file handling helps understanding, but does not replace pseudocode",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",02dfa83b61792e886aa4c1acee85c3505a2861efe6896fd0fa09c6e75b7702fc
137,modes,The mode controls what the program intends to do with the file,mechanism,OPTIONAL,EXTEND,Implemented,explanation-modes,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",6a3ebec7cf8fca7891c01b73f009f38bb9edc84090cb911f7c17cfaf383184df
137,purpose,Files store data outside the running program,mechanism,OPTIONAL,EXTEND,Implemented,explanation-purpose,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",ac2a2f6df8650d4318a005ae7b36a9a1065fd7f147cea64e7ee1450f4d055fae
137,read,Read every line using WHILE NOT EOF,mechanism,OPTIONAL,EXTEND,Implemented,explanation-read,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",cfc77cb58f138b13c92f9cca8e376e78f48ba06315fd9dc77368ced6ea09a652
137,write,FOR WRITE writes new contents,mechanism,OPTIONAL,EXTEND,Implemented,explanation-write,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2157ce9a69c8be18943a21795a281387815c6779ceeab83250fa0c21c6c3ce0a
138,erroneous,Abnormal data is invalid data that should be rejected,mechanism,OPTIONAL,EXTEND,Implemented,explanation-erroneous,Explicit extension visual retained outside compulsory syllabus evidence.,05983b91d5621ad56ac77829d2ef8b085ea707ffee9695b0622eced9e12e351f
138,java,"Java can help you run examples, but Cambridge pseudocode is the exam answer format",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,c76bbd5e70f7fc9a968ce94125058865032ed0058256261e3545bd109a472def
138,normal,"Normal data is valid, typical data inside the allowed range",mechanism,OPTIONAL,EXTEND,Implemented,explanation-normal,Explicit extension visual retained outside compulsory syllabus evidence.,8b72db5fb881ac6e0c5f45c71635a5516438163a158b4af2daafe139476f3ce7
138,purpose,Testing compares actual results with expected results,comparison,OPTIONAL,EXTEND,Implemented,explanation-purpose,Explicit extension visual retained outside compulsory syllabus evidence.,21333474c9a44e30fb152693d55f7d8ea3141c7efc7765db5c455f5e32b354e9
138,table,A clear test table turns thinking into marks,mechanism,OPTIONAL,EXTEND,Implemented,explanation-table,Explicit extension visual retained outside compulsory syllabus evidence.,54450d5e7d4778897a7af6c78dd1db3ce8b6daa146a1ff9b387354944f6e6933
138,validation,Testing checks validation against expected results,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validation,Explicit extension visual retained outside compulsory syllabus evidence.,eb3963aa039748418ba9f57ee7962f68f24aed29f9aa6098abcf519dd2570a39
139,breakpoint,A breakpoint pauses execution at a chosen line,mechanism,OPTIONAL,EXTEND,Implemented,explanation-breakpoint,Explicit extension visual retained outside compulsory syllabus evidence.,c1bf32b6ae2fcce02d4664495ccfa0c1c85367d848b6a0280fdfffa6b470ea63
139,java,"Java debugging tools help practice, but Cambridge pseudocode remains the exam format",mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,7857393b3dbe4c86184a16217fed487964c87624860de46e97cbd6816efec6d0
139,purpose,Debugging locates and corrects faults,mechanism,OPTIONAL,EXTEND,Implemented,explanation-purpose,Explicit extension visual retained outside compulsory syllabus evidence.,c3e1ed08d795ff7418ae8b477da77530b15e2a70576db5d451a5394f73980500
139,stepping,Step through code one instruction at a time,mechanism,OPTIONAL,EXTEND,Implemented,explanation-stepping,Explicit extension visual retained outside compulsory syllabus evidence.,c3b164a27d68bfbabcde7bfc6ed6332da2a4d86131a516b19278518e78049298
139,watch,Watching variables shows state changes while stepping,mechanism,OPTIONAL,EXTEND,Implemented,explanation-watch,Explicit extension visual retained outside compulsory syllabus evidence.,736d31c0e7a2ffc72fa9455f105f06bfed7ca22b08c518d9170c0275c59569c6
140,checks,Pick the check that matches the rule,mechanism,OPTIONAL,EXTEND,Implemented,explanation-checks,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",625bcb7dbd7c72eaff1ddb4e283eee73158018d1f93992fac468c89e3297250d
140,integration,Validation and modularity support each other,mechanism,OPTIONAL,EXTEND,Implemented,explanation-integration,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",89c0f5e97080ec0416d5586516271796e76c931740c6494410d506df4610c2a1
140,java,"Java methods can model modularity, but Cambridge pseudocode remains the exam format",comparison,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
140,modularity,Modular design splits a solution into smaller named parts,mechanism,OPTIONAL,EXTEND,Implemented,explanation-modularity,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",874fc431679f691311eb484895b4917b0c26aa2f543770c61719f65be6883273
140,module-tool,Choose a module for each responsibility,mechanism,OPTIONAL,EXTEND,Implemented,explanation-module-tool,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",04a0e0e85a039b8dfd47d9505452373efdd1afc1d487968497e5979003f21603
140,parameters,Pass data into a module and return only what is needed,mechanism,OPTIONAL,EXTEND,Implemented,explanation-parameters,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",c3b239b31ca7b16bb9b5cd36525e44507e9d2ebc37f91c1cc396820f57c23285
140,robust,A robust program handles expected misuse without collapsing,mechanism,OPTIONAL,EXTEND,Implemented,explanation-robust,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",9214992c7c66b4ae741990859f9840cc39da05d87b279e8ccd3bf975bfdb897b
140,validation,Validation checks whether data is acceptable for the program,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validation,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",c6cc28aa4140e715b7b98a420c81118bb7c3e0a45b03f1d8e678d6bb937ac9d1
140,validator,Check whether a mark input is robustly acceptable,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validator,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",722e33f3c84d1240cfa3537436353b7b983a3ab1737e6e17ba998ef78465c17f
141,arrays,Use Cambridge array notation consistently,mechanism,OPTIONAL,EXTEND,Implemented,explanation-arrays,Explicit extension visual retained outside compulsory syllabus evidence.,22f35d760412c1fa4acb3c404af9c4efcffa9f3d8a4ec3093a04eb21a09c2e4f
141,assignment,Use the assignment arrow for storing a value,mechanism,OPTIONAL,EXTEND,Implemented,explanation-assignment,Explicit extension visual retained outside compulsory syllabus evidence.,9e7e6d67b524ea0dc0b79c3801259fbba01ae23255b2731ec2632f5920f56fec
141,checkpoint,5-minute quiz focus,mechanism,OPTIONAL,EXTEND,Implemented,explanation-checkpoint,Explicit extension visual retained outside compulsory syllabus evidence.,b4e43df9f9dafe6d8ed4707e258bd4600730d898d6830b32105450750c3f4b3f
141,io,Replace library calls with algorithm keywords,process,OPTIONAL,EXTEND,Implemented,explanation-io,Explicit extension visual retained outside compulsory syllabus evidence.,2d8dddaeea6306c054a5d5349fa82dbe951ee688b9381789a44f2ddca1964b70
141,loops,Choose the loop keyword that matches the logic,mechanism,OPTIONAL,EXTEND,Implemented,explanation-loops,Explicit extension visual retained outside compulsory syllabus evidence.,e4086b154bcaa96b631650800531a376147bb2ab9a3a4840c12c53fed7a5a223
141,selection,"Use IF , THEN , ELSE , ENDIF",mechanism,OPTIONAL,EXTEND,Implemented,explanation-selection,Explicit extension visual retained outside compulsory syllabus evidence.,878975b2c080c36cfd82e191dba815397c2ec4d1001b08aaf98873dccb9b7546
141,spotter,Spot the Java-only syntax in an exam answer,mechanism,OPTIONAL,EXTEND,Implemented,explanation-spotter,Explicit extension visual retained outside compulsory syllabus evidence.,11f95aead1dc5e946d4a5209de13325799e4719bca7586308362757ba10e5046
141,subroutines,Use PROCEDURE and FUNCTION instead of Java method wrappers,mechanism,OPTIONAL,EXTEND,Implemented,explanation-subroutines,Explicit extension visual retained outside compulsory syllabus evidence.,e6d7ae3bf557f3825a042fc55d4f728c0f70e62d298dcd378b7dde8b36b65c44
142,arrays,Arrays need consistent indexing and meaningful loop bounds,synthesis,OPTIONAL,EXTEND,Implemented,explanation-arrays,Explicit extension visual retained outside compulsory syllabus evidence.,8caf148cd2501ddc61d18a80708345f07618ef74a98fa9bb08504cfd4ca9d8e9
142,checklist,Use a checklist before calling a fragment finished,synthesis,OPTIONAL,EXTEND,Implemented,explanation-checklist,Explicit extension visual retained outside compulsory syllabus evidence.,85b8478f13ebc45c4f05583dc50fa3031b025646c866345044e52de66bd8ebf5
142,debugging,Review answers should be traceable,synthesis,OPTIONAL,EXTEND,Implemented,explanation-debugging,Explicit extension visual retained outside compulsory syllabus evidence.,49bbdb00dac51b1b316c35510f6b339b4dac8636ebc949883e2b6c075d7d3ecd
142,files,"File fragments need open, process and close",synthesis,OPTIONAL,EXTEND,Implemented,explanation-files,Explicit extension visual retained outside compulsory syllabus evidence.,59761207e1eca9292eaf7f78b75d1c7db4c36304132c607bedaeaf46bf99d466
142,fragment,"A complete fragment has setup, logic and result",synthesis,OPTIONAL,EXTEND,Implemented,explanation-fragment,Explicit extension visual retained outside compulsory syllabus evidence.,998427602551d0ec4811c03eac1c38b7749f0b6bbc5bf49ef66436927e963847
142,java,Java can support practice; the review answer should be Cambridge pseudocode,synthesis,OPTIONAL,EXTEND,Implemented,explanation-java,Explicit extension visual retained outside compulsory syllabus evidence.,2685c30f558858221ca7e535b9a592487e770b2fb2ae5c0bb7319bb0aa605c54
142,review-map,Section 11 tools become stronger when combined,synthesis,OPTIONAL,EXTEND,Implemented,explanation-review-map,Explicit extension visual retained outside compulsory syllabus evidence.,d37788b11fedf5be9399eaee552073403648d7c54511506525ed43243e93d771
142,subroutines,Use functions for returned values and procedures for actions,synthesis,OPTIONAL,EXTEND,Implemented,explanation-subroutines,Explicit extension visual retained outside compulsory syllabus evidence.,df4a3bd8c9fd2d26ff9ac29e17213181c1667c8c3ddf826ace99296962c624a0
142,validation,Review fragments often need input checks,synthesis,OPTIONAL,EXTEND,Implemented,explanation-validation,Explicit extension visual retained outside compulsory syllabus evidence.,d6366c9c468c1021a79ae2f3dfe5225f17cffb8e20c5afd5fcd52ef17a6df37e
143,agile,Why short feedback cycles support change,tradeoff,OPTIONAL,EXTEND,Implemented,explanation-agile,Explicit extension visual retained outside compulsory syllabus evidence.,5f20c206386551b3ccfa71e88668f9ad3450bfd85745fe9155264930216ccbf9
